date,price,daily_return
2019-11-20,20.76864,-0.00424
2019-11-21,20.69009,-0.00378
2019-11-22,20.79811,0.00522
2019-11-25,21.20071,0.01936
2019-11-26,21.20071,0.0
2019-11-27,21.29891,0.00463
2019-11-29,21.06324,-0.01106
2019-12-02,20.79811,-0.01259
2019-12-03,20.88648,0.00425
2019-12-04,21.0927,0.00987
2019-12-05,21.08287,-0.00047
2019-12-06,21.40693,0.01537
2019-12-09,21.25963,-0.00688
2019-12-10,21.26945,0.00046
2019-12-11,21.36765,0.00462
2019-12-12,21.69169,0.01517
2019-12-13,21.87827,0.0086
2019-12-16,21.92737,0.00224
2019-12-17,21.88809,-0.00179
2019-12-18,21.65242,-0.01077
2019-12-19,21.75061,0.00454
2019-12-20,21.65242,-0.00451
2019-12-23,21.70152,0.00227
2019-12-24,21.72116,0.00091
2019-12-26,21.86845,0.00678
2019-12-27,21.72116,-0.00674
2019-12-30,21.49597,-0.01037
2019-12-31,21.5058,0.00046
2020-01-02,21.87947,0.01738
2020-01-03,21.5648,-0.01438
2020-01-06,21.83031,0.01231
2020-01-07,21.72214,-0.00496
2020-01-08,21.89914,0.00815
2020-01-09,22.03681,0.00629
2020-01-10,21.99748,-0.00178
2020-01-13,22.22364,0.01028
2020-01-14,22.25314,0.00133
2020-01-15,22.05647,-0.00884
2020-01-16,22.14498,0.00401
2020-01-17,22.16465,0.00089
2020-01-21,21.89914,-0.01198
2020-01-22,22.02698,0.00584
2020-01-23,22.20398,0.00804
2020-01-24,21.98764,-0.00974
2020-01-27,21.33863,-0.02952
2020-01-28,21.61397,0.0129
2020-01-29,21.64347,0.00136
2020-01-30,21.63364,-0.00045
2020-01-31,21.05346,-0.02682
2020-02-03,21.34846,0.01401
2020-02-04,21.81064,0.02165
2020-02-05,22.07614,0.01217
2020-02-06,22.16465,0.00401
2020-02-07,21.86964,-0.01331
2020-02-10,22.20398,0.01529
2020-02-11,22.54815,0.0155
2020-02-12,22.67598,0.00567
2020-02-13,22.43998,-0.01041
2020-02-14,22.47931,0.00175
2020-02-18,22.21381,-0.01181
2020-02-19,22.39081,0.00797
2020-02-20,22.30231,-0.00395
2020-02-21,21.86964,-0.0194
2020-02-24,20.77812,-0.04991
2020-02-25,20.37495,-0.0194
2020-02-26,20.53229,0.00772
2020-02-27,19.62761,-0.04406
2020-02-28,19.93244,0.01553
2020-03-02,20.21761,0.01431
2020-03-03,19.79478,-0.02091
2020-03-04,20.62079,0.04173
2020-03-05,19.86361,-0.03672
2020-03-06,19.44077,-0.02129
2020-03-09,17.73958,-0.08751
2020-03-10,18.56559,0.04656
2020-03-11,17.62158,-0.05085
2020-03-12,15.56638,-0.11663
2020-03-13,16.96274,0.0897
2020-03-16,14.85837,-0.12406
2020-03-17,15.92039,0.07148
2020-03-18,15.35988,-0.03521
2020-03-19,15.46805,0.00704
2020-03-20,15.29105,-0.01144
2020-03-23,15.20746,-0.00547
2020-03-24,17.14957,0.12771
2020-03-25,17.46424,0.01835
2020-03-26,18.40826,0.05405
2020-03-27,17.86742,-0.02938
2020-03-30,18.16242,0.01651
2020-03-31,17.83791,-0.01787
2020-04-01,16.78573,-0.05899
2020-04-02,17.15941,0.02226
2020-04-03,16.63823,-0.03037
2020-04-06,17.91658,0.07683
2020-04-07,17.79858,-0.00659
2020-04-08,18.18209,0.02155
2020-04-09,18.48692,0.01677
2020-04-13,18.33942,-0.00798
2020-04-14,19.0671,0.03968
2020-04-15,18.49676,-0.02991
2020-04-16,18.6246,0.00691
2020-04-17,18.96877,0.01848
2020-04-20,18.68359,-0.01503
2020-04-21,18.20176,-0.02579
2020-04-22,18.8901,0.03782
2020-04-23,18.89993,0.00052
2020-04-24,19.17527,0.01457
2020-04-27,19.70628,0.02769
2020-04-28,19.94228,0.01198
2020-04-29,20.63062,0.03452
2020-04-30,20.07995,-0.02669
2020-05-01,19.50961,-0.0284
2020-05-04,19.66694,0.00806
2020-05-05,19.87345,0.0105
2020-05-06,19.82428,-0.00247
2020-05-07,20.50278,0.03423
2020-05-08,20.82729,0.01583
2020-05-11,21.0633,0.01133
2020-05-12,20.58146,-0.02288
2020-05-13,20.66012,0.00382
2020-05-14,20.41429,-0.0119
2020-05-15,20.81746,0.01975
2020-05-18,21.67297,0.0411
2020-05-19,21.58447,-0.00408
2020-05-20,22.17447,0.02733
2020-05-21,21.87947,-0.0133
2020-05-22,22.24331,0.01663
2020-05-26,22.69565,0.02034
2020-05-27,22.72515,0.0013
2020-05-28,22.85299,0.00563
2020-05-29,22.79398,-0.00258
2020-06-01,23.21683,0.01855
2020-06-02,23.22666,0.00042
2020-06-03,23.43316,0.00889
2020-06-04,23.21683,-0.00923
2020-06-05,23.61016,0.01694
2020-06-08,23.6495,0.00167
2020-06-09,23.62,-0.00125
2020-06-10,23.6495,0.00125
2020-06-11,22.30231,-0.05696
2020-06-12,22.75465,0.02028
2020-06-15,22.84315,0.00389
2020-06-16,23.26599,0.01851
2020-06-17,23.4725,0.00888
2020-06-18,23.29549,-0.00754
2020-06-19,23.26599,-0.00127
2020-06-22,23.62983,0.01564
2020-06-23,23.65933,0.00125
2020-06-24,23.18732,-0.01995
2020-06-25,23.65933,0.02036
2020-06-26,23.16766,-0.02078
2020-06-29,23.42797,0.01124
2020-06-30,23.53643,0.00463
2020-07-01,23.67447,0.00587
2020-07-02,23.6942,0.00083
2020-07-06,24.28581,0.02497
2020-07-07,24.10833,-0.00731
2020-07-08,24.34497,0.00982
2020-07-09,24.23651,-0.00446
2020-07-10,24.57176,0.01383
2020-07-13,24.04917,-0.02127
2020-07-14,24.42385,0.01558
2020-07-15,24.89715,0.01938
2020-07-16,24.47316,-0.01703
2020-07-17,24.87742,0.01652
2020-07-20,25.13379,0.01031
2020-07-21,25.18309,0.00196
2020-07-22,25.31128,0.00509
2020-07-23,25.27184,-0.00156
2020-07-24,25.00561,-0.01053
2020-07-27,25.54792,0.02169
2020-07-28,25.22253,-0.01274
2020-07-29,25.46904,0.00977
2020-07-30,25.30142,-0.00658
2020-07-31,24.96617,-0.01325
2020-08-03,25.5282,0.02251
2020-08-04,25.67611,0.00579
2020-08-05,25.94234,0.01037
2020-08-06,26.0015,0.00228
2020-08-07,25.90289,-0.00379
2020-08-10,25.93247,0.00114
2020-08-11,25.99164,0.00228
2020-08-12,26.68185,0.02656
2020-08-13,26.59311,-0.00333
2020-08-14,26.55367,-0.00148
2020-08-17,27.02696,0.01782
2020-08-18,26.92836,-0.00365
2020-08-19,26.66213,-0.00989
2020-08-20,26.54381,-0.00444
2020-08-21,26.42548,-0.00446
2020-08-24,26.68185,0.0097
2020-08-25,26.68185,0.0
2020-08-26,26.7706,0.00333
2020-08-27,26.46493,-0.01142
2020-08-28,26.7706,0.01155
2020-08-31,26.72129,-0.00184
2020-09-01,27.10584,0.01439
2020-09-02,27.7369,0.02328
2020-09-03,26.63255,-0.03982
2020-09-04,26.54381,-0.00333
2020-09-08,26.16912,-0.01412
2020-09-09,26.75088,0.02223
2020-09-10,26.43535,-0.0118
2020-09-11,26.50437,0.00261
2020-09-14,27.07626,0.02158
2020-09-15,27.38193,0.01129
2020-09-16,27.29319,-0.00324
2020-09-17,27.17487,-0.00434
2020-09-18,26.98752,-0.00689
2020-09-21,26.47479,-0.019
2020-09-22,26.69171,0.00819
2020-09-23,26.45506,-0.00887
2020-09-24,26.40577,-0.00186
2020-09-25,26.78046,0.01419
2020-09-28,27.17487,0.01473
2020-09-29,27.51011,0.01234
2020-09-30,27.48054,-0.00108
2020-10-01,27.84536,0.01328
2020-10-02,27.589,-0.00921
2020-10-05,27.87495,0.01036
2020-10-06,27.79606,-0.00283
2020-10-07,28.25949,0.01667
2020-10-08,28.34823,0.00314
2020-10-09,28.62432,0.00974
2020-10-12,28.86097,0.00827
2020-10-13,28.86097,0.0
2020-10-14,28.83139,-0.00103
2020-10-15,28.48628,-0.01197
2020-10-16,28.49614,0.00035
2020-10-19,28.4567,-0.00138
2020-10-20,28.72293,0.00936
2020-10-21,28.56516,-0.00549
2020-10-22,28.63419,0.00242
2020-10-23,28.63419,0.0
2020-10-26,28.02285,-0.02135
2020-10-27,28.12145,0.00352
2020-10-28,27.33263,-0.02805
2020-10-29,27.69746,0.01335
2020-10-30,27.32277,-0.01353
2020-11-02,27.55942,0.00866
2020-11-03,28.24963,0.02504
2020-11-04,28.71307,0.0164
2020-11-05,29.51175,0.02782
2020-11-06,29.44273,-0.00234
2020-11-09,30.17238,0.02478
2020-11-10,29.35398,-0.02712
2020-11-11,29.79769,0.01512
2020-11-12,29.58077,-0.00728
2020-11-13,30.07378,0.01667
2020-11-16,30.64568,0.01902
2020-11-17,30.40903,-0.00772
2020-11-18,30.35973,-0.00162
2020-11-19,30.51749,0.0052
2020-11-20,30.62595,0.00355
2020-11-23,30.72456,0.00322
2020-11-24,31.12883,0.01316
2020-11-25,31.11896,-0.00032
2020-11-27,31.55282,0.01394
2020-11-30,31.20771,-0.01094
2020-12-01,31.94723,0.0237
2020-12-02,31.89793,-0.00154
2020-12-03,31.89793,0.0
2020-12-04,32.24304,0.01082
2020-12-07,31.75002,-0.01529
2020-12-08,31.89793,0.00466
2020-12-09,31.70072,-0.00618
2020-12-10,31.70072,0.0
2020-12-11,31.5824,-0.00373
2020-12-14,31.80918,0.00718
2020-12-15,32.14444,0.01054
2020-12-16,32.04583,-0.00307
2020-12-17,32.45996,0.01292
2020-12-18,32.34164,-0.00365
2020-12-21,32.16416,-0.00549
2020-12-22,32.37122,0.00644
2020-12-23,32.61773,0.00762
2020-12-24,32.4994,-0.00363
2020-12-28,32.66702,0.00516
2020-12-29,32.78535,0.00362
2020-12-30,32.9234,0.00421
2020-12-31,32.67196,-0.00764
2021-01-04,32.53885,-0.00407
2021-01-05,33.1206,0.01788
2021-01-06,33.16991,0.00149
2021-01-07,33.67278,0.01516
2021-01-08,33.89956,0.00674
2021-01-11,33.70235,-0.00582
2021-01-12,33.8897,0.00556
2021-01-13,33.91928,0.00087
2021-01-14,34.76726,0.025
2021-01-15,34.03761,-0.02099
2021-01-19,34.6095,0.0168
2021-01-20,35.12223,0.01481
2021-01-21,35.11237,-0.00028
2021-01-22,34.92503,-0.00534
2021-01-25,35.09265,0.0048
2021-01-26,34.95461,-0.00393
2021-01-27,34.45173,-0.01439
2021-01-28,34.29398,-0.00458
2021-01-29,33.37697,-0.02674
2021-02-01,34.09677,0.02157
2021-02-02,34.57992,0.01417
2021-02-03,34.38272,-0.0057
2021-02-04,34.32355,-0.00172
2021-02-05,34.57006,0.00718
2021-02-08,35.1321,0.01626
2021-02-09,35.60538,0.01347
2021-02-10,35.5758,-0.00083
2021-02-11,35.83217,0.00721
2021-02-12,35.95049,0.0033
2021-02-16,35.86175,-0.00247
2021-02-17,35.26027,-0.01677
2021-02-18,34.91516,-0.00979
2021-02-19,35.29972,0.01101
2021-02-22,34.5109,-0.02235
2021-02-23,34.07704,-0.01257
2021-02-24,34.15593,0.00231
2021-02-25,33.09101,-0.03118
2021-02-26,33.15018,0.00179
2021-03-01,33.94886,0.02409
2021-03-02,33.65305,-0.00871
2021-03-03,32.68675,-0.02871
2021-03-04,31.70072,-0.03017
2021-03-05,32.06555,0.01151
2021-03-08,31.08939,-0.03044
2021-03-09,31.91765,0.02664
2021-03-10,32.28248,0.01143
2021-03-11,32.91354,0.01955
2021-03-12,33.022,0.0033
2021-03-15,33.27837,0.00776
2021-03-16,33.13046,-0.00444
2021-03-17,33.35725,0.00685
2021-03-18,32.66702,-0.02069
2021-03-19,32.93325,0.00815
2021-03-22,32.96284,0.0009
2021-03-23,31.98667,-0.02961
2021-03-24,31.4838,-0.01572
2021-03-25,32.03597,0.01754
2021-03-26,32.68675,0.02031
2021-03-29,32.29234,-0.01207
2021-03-30,32.4008,0.00336
2021-03-31,32.67689,0.00852
2021-04-01,33.57417,0.02746
2021-04-05,34.21509,0.01909
2021-04-06,33.9883,-0.00663
2021-04-07,33.67278,-0.00928
2021-04-08,34.10662,0.01288
2021-04-09,34.22495,0.00347
2021-04-12,33.96858,-0.00749
2021-04-13,34.26439,0.00871
2021-04-14,34.12634,-0.00403
2021-04-15,34.64894,0.01531
2021-04-16,34.92503,0.00797
2021-04-19,34.39257,-0.01525
2021-04-20,33.68264,-0.02064
2021-04-21,34.29398,0.01815
2021-04-22,34.26439,-0.00086
2021-04-23,34.62922,0.01065
2021-04-26,34.90531,0.00797
2021-04-27,34.53062,-0.01073
2021-04-28,34.57006,0.00114
2021-04-29,34.34327,-0.00656
2021-04-30,33.86012,-0.01407
2021-05-03,33.7911,-0.00204
2021-05-04,32.84452,-0.02801
2021-05-05,33.23892,0.01201
2021-05-06,33.30794,0.00208
2021-05-07,33.7911,0.01451
2021-05-10,32.91354,-0.02597
2021-05-11,32.53885,-0.01138
2021-05-12,31.20771,-0.04091
2021-05-13,31.56268,0.01137
2021-05-14,32.39094,0.02624
2021-05-17,31.89793,-0.01522
2021-05-18,32.105,0.00649
2021-05-19,31.90779,-0.00614
2021-05-20,32.50926,0.01885
2021-05-21,32.67689,0.00516
2021-05-24,33.01213,0.01026
2021-05-25,32.90367,-0.00329
2021-05-26,33.19948,0.00899
2021-05-27,33.4164,0.00653
2021-05-28,33.77138,0.01062
2021-06-01,33.78123,0.00029
2021-06-02,33.96858,0.00555
2021-06-03,33.8404,-0.00377
2021-06-04,34.44188,0.01777
2021-06-07,34.57006,0.00372
2021-06-08,34.43202,-0.00399
2021-06-09,34.03761,-0.01145
2021-06-10,34.1855,0.00435
2021-06-11,34.43202,0.00721
2021-06-14,34.69824,0.00773
2021-06-15,34.6588,-0.00114
2021-06-16,34.55033,-0.00313
2021-06-17,34.58978,0.00114
2021-06-18,33.91928,-0.01938
2021-06-21,34.28411,0.01076
2021-06-22,34.40243,0.00345
2021-06-23,34.24467,-0.00459
2021-06-24,34.68838,0.01296
2021-06-25,34.72783,0.00114
2021-06-28,34.89545,0.00483
2021-06-29,34.81544,-0.00229
2021-06-30,34.51915,-0.00851
2021-07-01,34.2821,-0.00687
2021-07-02,34.4105,0.00375
2021-07-06,34.42037,0.00029
2021-07-07,34.10432,-0.00918
2021-07-08,33.75864,-0.01014
2021-07-09,34.35124,0.01755
2021-07-12,34.71667,0.01064
2021-07-13,34.18333,-0.01536
2021-07-14,33.79815,-0.01127
2021-07-15,33.32407,-0.01403
2021-07-16,32.95862,-0.01097
2021-07-19,32.35614,-0.01828
2021-07-20,32.929,0.0177
2021-07-21,33.45246,0.0159
2021-07-22,33.38332,-0.00207
2021-07-23,33.44258,0.00178
2021-07-26,33.46234,0.00059
2021-07-27,33.06726,-0.01181
2021-07-28,33.50184,0.01314
2021-07-29,33.79815,0.00884
2021-07-30,33.59073,-0.00614
2021-08-02,33.96605,0.01117
2021-08-03,34.16358,0.00582
2021-08-04,33.99568,-0.00491
2021-08-05,34.37099,0.01104
2021-08-06,33.93642,-0.01264
2021-08-09,34.14383,0.00611
2021-08-10,34.05494,-0.0026
2021-08-11,34.7068,0.01914
2021-08-12,34.8352,0.0037
2021-08-13,34.99323,0.00454
2021-08-16,34.56853,-0.01214
2021-08-17,34.26234,-0.00886
2021-08-18,34.26234,0.0
2021-08-19,34.07469,-0.00548
2021-08-20,34.27222,0.0058
2021-08-23,35.2994,0.02997
2021-08-24,35.99078,0.01959
2021-08-25,35.80312,-0.00521
2021-08-26,35.74385,-0.00166
2021-08-27,36.34634,0.01686
2021-08-30,36.1488,-0.00544
2021-08-31,36.21793,0.00191
2021-09-01,36.84017,0.01718
2021-09-02,37.24512,0.01099
2021-09-03,37.98587,0.01989
2021-09-07,38.43033,0.0117
2021-09-08,38.02538,-0.01054
2021-09-09,38.43033,0.01065
2021-09-10,37.96611,-0.01208
2021-09-13,38.37107,0.01067
2021-09-14,38.13403,-0.00618
2021-09-15,38.66737,0.01399
2021-09-16,38.51922,-0.00383
2021-09-17,38.51922,0.0
2021-09-20,37.66982,-0.02205
2021-09-21,38.21304,0.01442
2021-09-22,38.22292,0.00026
2021-09-23,38.90441,0.01783
2021-09-24,38.29206,-0.01574
2021-09-27,37.8476,-0.01161
2021-09-28,36.50436,-0.03549
2021-09-29,36.26733,-0.00649
2021-09-30,36.11917,-0.00409
2021-10-01,35.67472,-0.01231
2021-10-04,34.34136,-0.03738
2021-10-05,34.81544,0.01381
2021-10-06,34.78582,-0.00085
2021-10-07,35.20063,0.01192
2021-10-08,34.99323,-0.00589
2021-10-11,34.76606,-0.00649
2021-10-12,35.0031,0.00682
2021-10-13,35.45744,0.01298
2021-10-14,36.52412,0.03008
2021-10-15,37.08709,0.01541
2021-10-18,36.8698,-0.00586
2021-10-19,37.14635,0.0075
2021-10-20,36.96857,-0.00479
2021-10-21,36.66239,-0.00828
2021-10-22,36.65252,-0.00027
2021-10-25,37.06734,0.01132
2021-10-26,36.76116,-0.00826
2021-10-27,36.1488,-0.01666
2021-10-28,37.01795,0.02404
2021-10-29,37.21549,0.00534
2021-11-01,38.00563,0.02123
2021-11-02,38.17353,0.00442
2021-11-03,38.49946,0.00854
2021-11-04,39.27972,0.02027
2021-11-05,39.25997,-0.0005
2021-11-08,39.33899,0.00201
2021-11-09,38.94391,-0.01004
2021-11-10,37.34388,-0.04109
2021-11-11,37.4229,0.00212
2021-11-12,37.99575,0.01531
2021-11-15,37.5908,-0.01066
2021-11-16,37.74883,0.0042
2021-11-17,37.65006,-0.00262
2021-11-18,37.91674,0.00708
2021-11-19,37.8476,-0.00182
2021-11-22,37.00808,-0.02218
2021-11-23,36.55375,-0.01228
2021-11-24,36.75128,0.0054
2021-11-26,35.87226,-0.02392
2021-11-29,36.41547,0.01514
2021-11-30,35.75373,-0.01817
2021-12-01,34.97347,-0.02182
2021-12-02,35.60558,0.01807
2021-12-03,35.04261,-0.01581
2021-12-06,35.27966,0.00676
2021-12-07,36.5735,0.03667
2021-12-08,36.80066,0.00621
2021-12-09,35.76361,-0.02818
2021-12-10,35.7241,-0.0011
2021-12-13,35.15125,-0.01604
2021-12-14,34.61791,-0.01517
2021-12-15,35.53645,0.02653
2021-12-16,34.85495,-0.01918
2021-12-17,34.61791,-0.0068
2021-12-20,34.25248,-0.01056
2021-12-21,35.25002,0.02912
2021-12-22,35.51669,0.00757
2021-12-23,35.88213,0.01029
2021-12-27,36.34634,0.01294
2021-12-28,35.93151,-0.01141
2021-12-29,35.54632,-0.01072
2021-12-30,35.65497,0.00306
2021-12-31,35.49694,-0.00443
2022-01-03,35.64509,0.00417
2022-01-04,35.4278,-0.0061
2022-01-05,34.37099,-0.02983
2022-01-06,34.04506,-0.00948
2022-01-07,33.48209,-0.01654
2022-01-10,33.01788,-0.01386
2022-01-11,33.21541,0.00598
2022-01-12,33.5611,0.01041
2022-01-13,32.33639,-0.03649
2022-01-14,31.78329,-0.0171
2022-01-18,30.845,-0.02952
2022-01-19,30.4203,-0.01377
2022-01-20,30.17338,-0.00812
2022-01-21,29.12645,-0.0347
2022-01-24,28.9388,-0.00644
2022-01-25,28.45484,-0.01672
2022-01-26,28.39558,-0.00208
2022-01-27,27.73384,-0.0233
2022-01-28,28.04001,0.01104
2022-01-31,29.33387,0.04614
2022-02-01,29.77832,0.01515
2022-02-02,29.94622,0.00564
2022-02-03,28.61286,-0.04453
2022-02-04,28.80052,0.00656
2022-02-07,28.80052,0.0
2022-02-08,29.1067,0.01063
2022-02-09,30.10425,0.03427
2022-02-10,29.44251,-0.02198
2022-02-11,28.58323,-0.02918
2022-02-14,28.50422,-0.00276
2022-02-15,29.64992,0.04019
2022-02-16,30.09437,0.01499
2022-02-17,29.09682,-0.03315
2022-02-18,28.35607,-0.02546
2022-02-22,28.09927,-0.00906
2022-02-23,27.34864,-0.02671
2022-02-24,28.04989,0.02564
2022-02-25,28.9388,0.03169
2022-02-28,29.20547,0.00922
2022-03-01,28.66225,-0.0186
2022-03-02,29.37337,0.02481
2022-03-03,28.78077,-0.02017
2022-03-04,27.74371,-0.03603
2022-03-07,26.29183,-0.05233
2022-03-08,26.38072,0.00338
2022-03-09,27.46716,0.04118
2022-03-10,26.99308,-0.01726
2022-03-11,26.20294,-0.02927
2022-03-14,25.80787,-0.01508
2022-03-15,26.21282,0.01569
2022-03-16,27.51655,0.04974
2022-03-17,28.39558,0.03195
2022-03-18,29.19559,0.02817
2022-03-21,29.02769,-0.00575
2022-03-22,29.09682,0.00238
2022-03-23,28.39558,-0.0241
2022-03-24,29.04744,0.02296
2022-03-25,28.64249,-0.01394
2022-03-28,28.72151,0.00276
2022-03-29,29.59066,0.03026
2022-03-30,29.13633,-0.01535
2022-03-31,28.65237,-0.01661
2022-04-01,28.75114,0.00345
2022-04-04,29.00793,0.00893
2022-04-05,28.15853,-0.02928
2022-04-06,27.31901,-0.02981
2022-04-07,27.27951,-0.00145
2022-04-08,26.89431,-0.01412
2022-04-11,25.99553,-0.03342
2022-04-12,25.59059,-0.01558
2022-04-13,26.24245,0.02547
2022-04-14,25.74861,-0.01882
2022-04-18,25.48194,-0.01036
2022-04-19,26.00541,0.02054
2022-04-20,25.84738,-0.00608
2022-04-21,25.41281,-0.01681
2022-04-22,24.48439,-0.03653
2022-04-25,24.61279,0.00524
2022-04-26,23.53623,-0.04374
2022-04-27,23.41771,-0.00504
2022-04-28,24.04982,0.02699
2022-04-29,23.55598,-0.02053
2022-05-02,23.82265,0.01132
2022-05-03,23.8029,-0.00083
2022-05-04,24.6523,0.03568
2022-05-05,23.49672,-0.04688
2022-05-06,22.93375,-0.02396
2022-05-09,21.69916,-0.05383
2022-05-10,21.42261,-0.01274
2022-05-11,20.9584,-0.02167
2022-05-12,21.02754,0.0033
2022-05-13,22.18312,0.05496
2022-05-16,22.01521,-0.00757
2022-05-17,22.71646,0.03185
2022-05-18,22.09423,-0.02739
2022-05-19,22.51892,0.01922
2022-05-20,22.30164,-0.00965
2022-05-23,22.56831,0.01196
2022-05-24,22.17324,-0.01751
2022-05-25,22.44979,0.01247
2022-05-26,22.89424,0.0198
2022-05-27,23.48685,0.02588
2022-05-31,23.55598,0.00294
2022-06-01,23.15104,-0.01719
2022-06-02,24.10908,0.04138
2022-06-03,23.44734,-0.02745
2022-06-06,23.49672,0.00211
2022-06-07,23.68438,0.00799
2022-06-08,23.40783,-0.01168
2022-06-09,22.8251,-0.02489
2022-06-10,22.03497,-0.03462
2022-06-13,20.77075,-0.05737
2022-06-14,20.64235,-0.00618
2022-06-15,21.02754,0.01866
2022-06-16,20.28679,-0.03523
2022-06-17,20.46457,0.00876
2022-06-21,20.70161,0.01158
2022-06-22,20.65223,-0.00239
2022-06-23,20.64235,-0.00048
2022-06-24,21.32384,0.03301
2022-06-27,21.20532,-0.00556
2022-06-28,20.73124,-0.02236
2022-06-29,20.39171,-0.01638
2022-06-30,20.11454,-0.01359
2022-07-01,20.36201,0.0123
2022-07-05,20.50059,0.00681
2022-07-06,20.4808,-0.00097
2022-07-07,21.10443,0.03045
2022-07-08,21.03514,-0.00328
2022-07-11,20.4511,-0.02776
2022-07-12,20.02545,-0.02081
2022-07-13,19.93636,-0.00445
2022-07-14,19.87697,-0.00298
2022-07-15,20.31252,0.02191
2022-07-18,20.36201,0.00244
2022-07-19,21.08463,0.03549
2022-07-20,21.72806,0.03052
2022-07-21,22.14381,0.01913
2022-07-22,21.65876,-0.0219
2022-07-25,21.42119,-0.01097
2022-07-26,20.92625,-0.02311
2022-07-27,21.73796,0.03879
2022-07-28,21.96563,0.01047
2022-07-29,22.2923,0.01487
2022-08-01,22.53977,0.0111
2022-08-02,22.42098,-0.00527
2022-08-03,22.80704,0.01722
2022-08-04,22.99511,0.00825
2022-08-05,22.84663,-0.00646
2022-08-08,22.74764,-0.00433
2022-08-09,22.16361,-0.02567
2022-08-10,23.1535,0.04466
2022-08-11,23.00501,-0.00641
2022-08-12,23.51976,0.02238
2022-08-15,23.55935,0.00168
2022-08-16,23.31188,-0.0105
2022-08-17,22.81693,-0.02123
2022-08-18,22.81693,0.0
2022-08-19,22.09431,-0.03167
2022-08-22,21.39149,-0.03181
2022-08-23,21.3816,-0.00046
2022-08-24,21.54988,0.00787
2022-08-25,21.89634,0.01608
2022-08-26,21.00544,-0.04069
2022-08-29,20.70847,-0.01414
2022-08-30,20.51049,-0.00956
2022-08-31,20.39171,-0.00579
2022-09-01,19.93636,-0.02233
2022-09-02,19.73838,-0.00993
2022-09-06,19.63939,-0.00502
2022-09-07,19.88687,0.0126
2022-09-08,20.20363,0.01593
2022-09-09,20.79756,0.0294
2022-09-12,21.03514,0.01142
2022-09-13,19.86707,-0.05553
2022-09-14,19.84727,-0.001
2022-09-15,19.5899,-0.01297
2022-09-16,19.23354,-0.01819
2022-09-19,19.26324,0.00154
2022-09-20,19.05536,-0.01079
2022-09-21,18.83758,-0.01143
2022-09-22,18.46142,-0.01997
2022-09-23,18.13476,-0.01769
2022-09-26,18.02587,-0.006
2022-09-27,18.04567,0.0011
2022-09-28,18.51092,0.02578
2022-09-29,18.01598,-0.02674
2022-09-30,17.89719,-0.00659
2022-10-03,18.43173,0.02987
2022-10-04,19.33253,0.04887
2022-10-05,19.13455,-0.01024
2022-10-06,18.98606,-0.00776
2022-10-07,18.37233,-0.03233
2022-10-10,18.09517,-0.01509
2022-10-11,17.85759,-0.01313
2022-10-12,17.8279,-0.00166
2022-10-13,18.13476,0.01721
2022-10-14,17.49133,-0.03548
2022-10-17,18.13476,0.03679
2022-10-18,18.38223,0.01365
2022-10-19,18.22385,-0.00862
2022-10-20,18.14466,-0.00435
2022-10-21,18.54062,0.02182
2022-10-24,18.57031,0.0016
2022-10-25,19.38202,0.04371
2022-10-26,19.40182,0.00102
2022-10-27,19.32263,-0.00408
2022-10-28,19.58,0.01332
2022-10-31,19.42162,-0.00809
2022-11-01,19.59979,0.00917
2022-11-02,18.75839,-0.04293
2022-11-03,18.6792,-0.00422
2022-11-04,19.23354,0.02968
2022-11-07,19.48101,0.01287
2022-11-08,19.73838,0.01321
2022-11-09,19.22364,-0.02608
2022-11-10,20.75796,0.07981
2022-11-11,21.53998,0.03767
2022-11-14,21.13412,-0.01884
2022-11-15,21.45089,0.01499
2022-11-16,21.00544,-0.02077
2022-11-17,20.77777,-0.01084
2022-11-18,20.69857,-0.00381
2022-11-21,20.4709,-0.011
2022-11-22,20.75796,0.01402
2022-11-23,21.07473,0.01526
2022-11-25,21.15392,0.00376
2022-11-28,20.72827,-0.02012
2022-11-29,20.4709,-0.01242
2022-11-30,21.21332,0.03627
2022-12-01,21.52018,0.01447
2022-12-02,21.50038,-0.00092
2022-12-05,21.07473,-0.0198
2022-12-06,20.65898,-0.01973
2022-12-07,20.62928,-0.00144
2022-12-08,20.99554,0.01775
2022-12-09,20.93614,-0.00283
2022-12-12,21.27271,0.01608
2022-12-13,21.72806,0.02141
2022-12-14,21.57957,-0.00683
2022-12-15,20.71837,-0.03991
2022-12-16,20.74807,0.00143
2022-12-19,20.52039,-0.01097
2022-12-20,20.54019,0.00096
2022-12-21,20.82726,0.01398
2022-12-22,20.31252,-0.02471
2022-12-23,20.31252,0.0
2022-12-27,20.07495,-0.0117
2022-12-28,19.84727,-0.01134
2022-12-29,20.51049,0.03342
2022-12-30,20.34221,-0.0082
2023-01-03,20.4412,0.00487
2023-01-04,20.74807,0.01501
2023-01-05,20.4412,-0.01479
2023-01-06,21.02523,0.02857
2023-01-09,21.3519,0.01554
2023-01-10,21.49048,0.00649
2023-01-11,21.91614,0.01981
2023-01-12,22.21311,0.01355
2023-01-13,22.2626,0.00223
2023-01-17,22.60906,0.01556
2023-01-18,22.42098,-0.00832
2023-01-19,22.17351,-0.01104
2023-01-20,22.63875,0.02098
2023-01-23,23.05451,0.01836
2023-01-24,22.98522,-0.00301
2023-01-25,23.01491,0.00129
2023-01-26,23.24259,0.00989
2023-01-27,23.52966,0.01235
