date,price,daily_return,paper_count
2019-07-24,20.13037,0.00392,14
2019-07-25,19.80631,-0.0161,16
2019-07-26,19.66884,-0.00694,8
2019-07-29,19.54118,-0.00649,13
2019-07-30,19.55101,0.0005,11
2019-07-31,19.26623,-0.01457,12
2019-08-01,18.92254,-0.01784,8
2019-08-02,18.55922,-0.0192,10
2019-08-05,17.69508,-0.04656,8
2019-08-06,18.17625,0.02719,13
2019-08-07,18.12715,-0.0027,10
2019-08-08,18.5985,0.026,6
2019-08-09,18.14679,-0.02429,8
2019-08-12,17.9504,-0.01082,5
2019-08-13,18.46102,0.02845,19
2019-08-14,17.74418,-0.03883,12
2019-08-15,17.84238,0.00553,9
2019-08-16,18.1566,0.01761,15
2019-08-19,18.31372,0.00865,12
2019-08-20,18.22534,-0.00483,10
2019-08-21,18.47083,0.01347,7
2019-08-22,18.37264,-0.00532,9
2019-08-23,17.82274,-0.02993,6
2019-08-26,18.08787,0.01488,6
2019-08-27,17.92094,-0.00923,20
2019-08-28,17.94057,0.0011,7
2019-08-29,18.26462,0.01806,12
2019-08-30,18.46102,0.01075,15
2019-09-03,18.17625,-0.01543,19
2019-09-04,18.49048,0.01729,18
2019-09-05,18.99128,0.02708,10
2019-09-06,19.06984,0.00414,15
2019-09-09,19.29569,0.01184,27
2019-09-10,19.49208,0.01018,32
2019-09-11,19.82596,0.01713,22
2019-09-12,20.09109,0.01337,20
2019-09-13,20.11073,0.00098,23
2019-09-16,19.96343,-0.00732,18
2019-09-17,19.90451,-0.00295,12
2019-09-18,19.94379,0.00197,43
2019-09-19,19.88487,-0.00295,16
2019-09-20,19.63938,-0.01235,11
2019-09-23,19.6001,-0.002,20
2019-09-24,19.48226,-0.00601,17
2019-09-25,19.59028,0.00554,12
2019-09-26,19.57064,-0.001,22
2019-09-27,19.39389,-0.00903,13
2019-09-30,19.65902,0.01367,14
2019-10-01,19.44299,-0.01099,15
2019-10-02,18.89309,-0.02828,14
2019-10-03,19.19749,0.01611,7
2019-10-04,19.39389,0.01023,15
2019-10-07,19.29569,-0.00506,13
2019-10-08,18.93236,-0.01883,13
2019-10-09,19.1484,0.01141,16
2019-10-10,18.99128,-0.00821,15
2019-10-11,19.47245,0.02534,9
2019-10-14,19.38407,-0.00454,13
2019-10-15,19.78667,0.02077,19
2019-10-16,19.80631,0.00099,12
2019-10-17,19.86523,0.00297,12
2019-10-18,19.93397,0.00346,11
2019-10-21,20.06163,0.0064,14
2019-10-22,19.91433,-0.00734,18
2019-10-23,20.03217,0.00592,15
2019-10-24,20.15,0.00588,12
2019-10-25,20.33657,0.00926,6
2019-10-28,20.65081,0.01545,13
2019-10-29,20.63117,-0.00095,17
2019-10-30,20.53297,-0.00476,25
2019-10-31,20.41513,-0.00574,16
2019-11-01,20.92576,0.02501,19
2019-11-04,21.22035,0.01408,14
2019-11-05,21.28909,0.00324,19
2019-11-06,21.0927,-0.00923,17
2019-11-07,21.34801,0.0121,9
2019-11-08,21.21053,-0.00644,13
2019-11-11,21.06323,-0.00694,15
2019-11-12,21.17125,0.00513,20
2019-11-13,20.98468,-0.00881,16
2019-11-14,20.99449,0.00047,13
2019-11-15,21.08287,0.00421,21
2019-11-18,21.05342,-0.0014,18
2019-11-19,20.85702,-0.00933,24
2019-11-20,20.76864,-0.00424,28
2019-11-21,20.69009,-0.00378,25
2019-11-22,20.79811,0.00522,26
2019-11-25,21.20071,0.01936,23
2019-11-26,21.20071,0.0,17
2019-11-27,21.29891,0.00463,20
2019-11-29,21.06323,-0.01107,10
2019-12-02,20.79811,-0.01259,20
2019-12-03,20.88648,0.00425,21
2019-12-04,21.0927,0.00987,15
2019-12-05,21.08287,-0.00047,11
2019-12-06,21.40693,0.01537,8
2019-12-09,21.25963,-0.00688,7
2019-12-10,21.26945,0.00046,8
2019-12-11,21.36765,0.00462,15
2019-12-12,21.69169,0.01517,10
2019-12-13,21.87827,0.0086,18
2019-12-16,21.92737,0.00224,8
2019-12-17,21.88809,-0.00179,10
2019-12-18,21.65241,-0.01077,13
2019-12-19,21.75061,0.00454,13
2019-12-20,21.65241,-0.00451,10
2019-12-23,21.70152,0.00227,14
2019-12-24,21.72115,0.0009,8
2019-12-26,21.86845,0.00678,7
2019-12-27,21.72115,-0.00674,7
2019-12-30,21.49597,-0.01037,12
2019-12-31,21.5058,0.00046,11
2020-01-02,21.87947,0.01738,6
2020-01-03,21.5648,-0.01438,15
2020-01-06,21.8303,0.01231,4
2020-01-07,21.72214,-0.00495,14
2020-01-08,21.89914,0.00815,9
2020-01-09,22.03681,0.00629,17
2020-01-10,21.99748,-0.00178,11
2020-01-13,22.22365,0.01028,29
2020-01-14,22.25315,0.00133,14
2020-01-15,22.05648,-0.00884,17
2020-01-16,22.14498,0.00401,17
2020-01-17,22.16464,0.00089,12
2020-01-21,21.89914,-0.01198,17
2020-01-22,22.02697,0.00584,13
2020-01-23,22.20398,0.00804,17
2020-01-24,21.98764,-0.00974,16
2020-01-27,21.33863,-0.02952,17
2020-01-28,21.61397,0.0129,16
2020-01-29,21.64347,0.00136,11
2020-01-30,21.63363,-0.00045,8
2020-01-31,21.05346,-0.02682,9
2020-02-03,21.34846,0.01401,11
2020-02-04,21.81064,0.02165,11
2020-02-05,22.07614,0.01217,16
2020-02-06,22.16464,0.00401,17
2020-02-07,21.86964,-0.01331,15
2020-02-10,22.20398,0.01529,19
2020-02-11,22.54815,0.0155,10
2020-02-12,22.67598,0.00567,20
2020-02-13,22.43998,-0.01041,13
2020-02-14,22.47932,0.00175,28
2020-02-18,22.21381,-0.01181,14
2020-02-19,22.39081,0.00797,23
2020-02-20,22.30231,-0.00395,19
2020-02-21,21.86964,-0.0194,20
2020-02-24,20.77813,-0.04991,20
2020-02-25,20.37495,-0.0194,15
2020-02-26,20.53229,0.00772,15
2020-02-27,19.62761,-0.04406,25
2020-02-28,19.93245,0.01553,16
2020-03-02,20.21761,0.01431,25
2020-03-03,19.79478,-0.02091,19
2020-03-04,20.62079,0.04173,15
2020-03-05,19.86361,-0.03672,9
2020-03-06,19.44077,-0.02129,19
2020-03-09,17.73958,-0.08751,11
2020-03-10,18.56559,0.04656,10
2020-03-11,17.62158,-0.05085,11
2020-03-12,15.56638,-0.11663,14
2020-03-13,16.96274,0.0897,14
2020-03-16,14.85837,-0.12406,20
2020-03-17,15.92039,0.07148,11
2020-03-18,15.35988,-0.03521,10
2020-03-19,15.46805,0.00704,12
2020-03-20,15.29105,-0.01144,10
2020-03-23,15.20746,-0.00547,15
2020-03-24,17.14957,0.12771,19
2020-03-25,17.46424,0.01835,10
2020-03-26,18.40826,0.05405,7
2020-03-27,17.86742,-0.02938,13
2020-03-30,18.16242,0.01651,10
2020-03-31,17.83792,-0.01787,19
2020-04-01,16.78573,-0.05899,13
2020-04-02,17.15941,0.02226,14
2020-04-03,16.63823,-0.03037,15
2020-04-06,17.91658,0.07683,12
2020-04-07,17.79858,-0.00659,17
2020-04-08,18.18209,0.02155,13
2020-04-09,18.48693,0.01677,15
2020-04-13,18.33942,-0.00798,13
2020-04-14,19.0671,0.03968,7
2020-04-15,18.49676,-0.02991,19
2020-04-16,18.6246,0.00691,16
2020-04-17,18.96877,0.01848,13
2020-04-20,18.68359,-0.01503,12
2020-04-21,18.20176,-0.02579,17
2020-04-22,18.89009,0.03782,12
2020-04-23,18.89993,0.00052,14
2020-04-24,19.17527,0.01457,11
2020-04-27,19.70627,0.02769,11
2020-04-28,19.94228,0.01198,17
2020-04-29,20.63062,0.03452,16
2020-04-30,20.07995,-0.02669,21
2020-05-01,19.50961,-0.0284,18
2020-05-04,19.66694,0.00806,18
2020-05-05,19.87344,0.0105,21
2020-05-06,19.82428,-0.00247,23
2020-05-07,20.50279,0.03423,18
2020-05-08,20.82729,0.01583,14
2020-05-11,21.0633,0.01133,22
2020-05-12,20.58145,-0.02288,16
2020-05-13,20.66012,0.00382,17
2020-05-14,20.41429,-0.0119,20
2020-05-15,20.81746,0.01975,14
2020-05-18,21.67297,0.0411,11
2020-05-19,21.58447,-0.00408,26
2020-05-20,22.17447,0.02733,20
2020-05-21,21.87947,-0.0133,15
2020-05-22,22.24331,0.01663,19
2020-05-26,22.69565,0.02034,22
2020-05-27,22.72515,0.0013,21
2020-05-28,22.85299,0.00563,19
2020-05-29,22.79398,-0.00258,15
2020-06-01,23.21682,0.01855,10
2020-06-02,23.22666,0.00042,25
2020-06-03,23.43316,0.00889,21
2020-06-04,23.21682,-0.00923,15
2020-06-05,23.61016,0.01694,16
2020-06-08,23.6495,0.00167,14
2020-06-09,23.62,-0.00125,18
2020-06-10,23.6495,0.00125,20
2020-06-11,22.30231,-0.05696,23
2020-06-12,22.75465,0.02028,26
2020-06-15,22.84315,0.00389,30
2020-06-16,23.26599,0.01851,24
2020-06-17,23.47249,0.00888,22
2020-06-18,23.29549,-0.00754,14
2020-06-19,23.26599,-0.00127,16
2020-06-22,23.62983,0.01564,21
2020-06-23,23.65933,0.00125,29
2020-06-24,23.18732,-0.01995,17
2020-06-25,23.65933,0.02036,13
2020-06-26,23.16766,-0.02078,11
2020-06-29,23.42797,0.01124,16
2020-06-30,23.53643,0.00463,17
2020-07-01,23.67447,0.00587,16
2020-07-02,23.6942,0.00083,21
2020-07-06,24.28581,0.02497,26
2020-07-07,24.10833,-0.00731,14
2020-07-08,24.34497,0.00982,23
2020-07-09,24.23651,-0.00446,27
2020-07-10,24.57176,0.01383,23
2020-07-13,24.04916,-0.02127,24
2020-07-14,24.42385,0.01558,17
2020-07-15,24.89715,0.01938,12
2020-07-16,24.47315,-0.01703,32
2020-07-17,24.87742,0.01652,16
2020-07-20,25.13379,0.01031,21
2020-07-21,25.18309,0.00196,16
2020-07-22,25.31128,0.00509,15
2020-07-23,25.27184,-0.00156,11
2020-07-24,25.00561,-0.01053,14
2020-07-27,25.54792,0.02169,19
2020-07-28,25.22253,-0.01274,14
2020-07-29,25.46904,0.00977,13
2020-07-30,25.30142,-0.00658,14
2020-07-31,24.96617,-0.01325,15
2020-08-03,25.5282,0.02251,20
2020-08-04,25.67611,0.00579,18
2020-08-05,25.94233,0.01037,17
2020-08-06,26.0015,0.00228,16
2020-08-07,25.90289,-0.00379,15
2020-08-10,25.93248,0.00114,16
2020-08-11,25.99164,0.00228,14
2020-08-12,26.68185,0.02656,10
2020-08-13,26.59311,-0.00333,25
2020-08-14,26.55367,-0.00148,11
2020-08-17,27.02696,0.01782,17
2020-08-18,26.92836,-0.00365,17
2020-08-19,26.66214,-0.00989,22
2020-08-20,26.54381,-0.00444,9
2020-08-21,26.42549,-0.00446,24
2020-08-24,26.68185,0.0097,20
2020-08-25,26.68185,0.0,19
2020-08-26,26.7706,0.00333,12
2020-08-27,26.46493,-0.01142,13
2020-08-28,26.7706,0.01155,15
2020-08-31,26.72129,-0.00184,22
2020-09-01,27.10584,0.01439,21
2020-09-02,27.7369,0.02328,23
2020-09-03,26.63255,-0.03982,15
2020-09-04,26.54381,-0.00333,14
2020-09-08,26.16912,-0.01412,24
2020-09-09,26.75087,0.02223,20
2020-09-10,26.43534,-0.0118,16
2020-09-11,26.50437,0.00261,24
2020-09-14,27.07626,0.02158,22
2020-09-15,27.38193,0.01129,15
2020-09-16,27.29319,-0.00324,27
2020-09-17,27.17487,-0.00434,25
2020-09-18,26.98752,-0.00689,24
2020-09-21,26.47479,-0.019,27
2020-09-22,26.69171,0.00819,44
2020-09-23,26.45507,-0.00887,27
2020-09-24,26.40577,-0.00186,11
2020-09-25,26.78045,0.01419,17
2020-09-28,27.17487,0.01473,24
2020-09-29,27.51011,0.01234,31
2020-09-30,27.48053,-0.00108,32
2020-10-01,27.84536,0.01328,25
2020-10-02,27.58899,-0.00921,17
2020-10-05,27.87494,0.01036,42
2020-10-06,27.79606,-0.00283,45
2020-10-07,28.25949,0.01667,34
2020-10-08,28.34824,0.00314,26
2020-10-09,28.62432,0.00974,44
2020-10-12,28.86097,0.00827,41
2020-10-13,28.86097,0.0,36
2020-10-14,28.83139,-0.00103,25
2020-10-15,28.48628,-0.01197,41
2020-10-16,28.49614,0.00035,42
2020-10-19,28.4567,-0.00138,35
2020-10-20,28.72293,0.00936,34
2020-10-21,28.56516,-0.00549,37
2020-10-22,28.63418,0.00242,56
2020-10-23,28.63418,0.0,31
2020-10-26,28.02285,-0.02135,32
2020-10-27,28.12145,0.00352,28
2020-10-28,27.33263,-0.02805,21
2020-10-29,27.69746,0.01335,26
2020-10-30,27.32277,-0.01353,23
2020-11-02,27.55942,0.00866,35
2020-11-03,28.24963,0.02504,39
2020-11-04,28.71307,0.0164,23
2020-11-05,29.51175,0.02782,30
2020-11-06,29.44272,-0.00234,18
2020-11-09,30.17238,0.02478,37
2020-11-10,29.35398,-0.02712,33
2020-11-11,29.79769,0.01512,23
2020-11-12,29.58077,-0.00728,38
2020-11-13,30.07378,0.01667,22
2020-11-16,30.64568,0.01902,38
2020-11-17,30.40903,-0.00772,35
2020-11-18,30.35973,-0.00162,28
2020-11-19,30.51749,0.0052,30
2020-11-20,30.62596,0.00355,24
2020-11-23,30.72456,0.00322,27
2020-11-24,31.12883,0.01316,25
2020-11-25,31.11897,-0.00032,34
2020-11-27,31.55282,0.01394,28
2020-11-30,31.20771,-0.01094,37
2020-12-01,31.94723,0.0237,30
2020-12-02,31.89793,-0.00154,25
2020-12-03,31.89793,0.0,31
2020-12-04,32.24303,0.01082,22
2020-12-07,31.75002,-0.01529,42
2020-12-08,31.89793,0.00466,40
2020-12-09,31.70072,-0.00618,24
2020-12-10,31.70072,0.0,46
2020-12-11,31.5824,-0.00373,35
2020-12-14,31.80919,0.00718,39
2020-12-15,32.14443,0.01054,49
2020-12-16,32.04583,-0.00307,35
2020-12-17,32.45996,0.01292,34
2020-12-18,32.34164,-0.00365,35
2020-12-21,32.16416,-0.00549,32
2020-12-22,32.37122,0.00644,30
2020-12-23,32.61773,0.00761,20
2020-12-24,32.4994,-0.00363,25
2020-12-28,32.66703,0.00516,18
2020-12-29,32.78535,0.00362,21
2020-12-30,32.92339,0.00421,14
2020-12-31,32.67196,-0.00764,18
2021-01-04,32.53885,-0.00407,29
2021-01-05,33.1206,0.01788,33
2021-01-06,33.1699,0.00149,22
2021-01-07,33.67278,0.01516,32
2021-01-08,33.89956,0.00674,24
2021-01-11,33.70236,-0.00582,23
2021-01-12,33.8897,0.00556,28
2021-01-13,33.91928,0.00087,18
2021-01-14,34.76726,0.025,19
2021-01-15,34.0376,-0.02099,26
2021-01-19,34.60949,0.0168,25
2021-01-20,35.12223,0.01481,17
2021-01-21,35.11237,-0.00028,31
2021-01-22,34.92503,-0.00534,20
2021-01-25,35.09265,0.0048,31
2021-01-26,34.95461,-0.00393,31
2021-01-27,34.45173,-0.01439,35
2021-01-28,34.29397,-0.00458,25
2021-01-29,33.37696,-0.02674,21
2021-02-01,34.09676,0.02157,32
2021-02-02,34.57991,0.01417,45
2021-02-03,34.38271,-0.0057,34
2021-02-04,34.32355,-0.00172,25
2021-02-05,34.57006,0.00718,31
2021-02-08,35.1321,0.01626,36
2021-02-09,35.60538,0.01347,45
2021-02-10,35.5758,-0.00083,31
2021-02-11,35.83217,0.00721,40
2021-02-12,35.95049,0.0033,29
2021-02-16,35.86175,-0.00247,50
2021-02-17,35.26027,-0.01677,34
2021-02-18,34.91516,-0.00979,35
2021-02-19,35.29972,0.01101,29
2021-02-22,34.51089,-0.02235,43
2021-02-23,34.07705,-0.01257,35
2021-02-24,34.15593,0.00231,29
2021-02-25,33.09102,-0.03118,34
2021-02-26,33.15018,0.00179,24
2021-03-01,33.94886,0.02409,36
2021-03-02,33.65305,-0.00871,38
2021-03-03,32.68675,-0.02871,38
2021-03-04,31.70072,-0.03017,24
2021-03-05,32.06556,0.01151,46
2021-03-08,31.08939,-0.03044,32
2021-03-09,31.91765,0.02664,19
2021-03-10,32.28248,0.01143,30
2021-03-11,32.91354,0.01955,34
2021-03-12,33.022,0.0033,31
2021-03-15,33.27837,0.00776,33
2021-03-16,33.13046,-0.00444,30
2021-03-17,33.35725,0.00685,41
2021-03-18,32.66703,-0.02069,34
2021-03-19,32.93325,0.00815,29
2021-03-22,32.96283,0.0009,44
2021-03-23,31.98667,-0.02961,28
2021-03-24,31.4838,-0.01572,20
2021-03-25,32.03597,0.01754,40
2021-03-26,32.68675,0.02031,40
2021-03-29,32.29234,-0.01207,51
2021-03-30,32.4008,0.00336,48
2021-03-31,32.67689,0.00852,39
2021-04-01,33.57417,0.02746,51
2021-04-05,34.21509,0.01909,26
2021-04-06,33.9883,-0.00663,47
2021-04-07,33.67278,-0.00928,40
2021-04-08,34.10663,0.01288,36
2021-04-09,34.22495,0.00347,30
2021-04-12,33.96859,-0.00749,38
2021-04-13,34.26439,0.00871,38
2021-04-14,34.12635,-0.00403,40
2021-04-15,34.64894,0.01531,33
2021-04-16,34.92503,0.00797,23
2021-04-19,34.39257,-0.01525,51
2021-04-20,33.68263,-0.02064,36
2021-04-21,34.29397,0.01815,43
2021-04-22,34.26439,-0.00086,31
2021-04-23,34.62922,0.01065,28
2021-04-26,34.90531,0.00797,33
2021-04-27,34.53062,-0.01073,28
2021-04-28,34.57006,0.00114,28
2021-04-29,34.34327,-0.00656,31
2021-04-30,33.86012,-0.01407,34
2021-05-03,33.7911,-0.00204,32
2021-05-04,32.84452,-0.02801,33
2021-05-05,33.23892,0.01201,34
2021-05-06,33.30794,0.00208,34
2021-05-07,33.7911,0.01451,33
2021-05-10,32.91354,-0.02597,42
2021-05-11,32.53885,-0.01138,35
2021-05-12,31.20771,-0.04091,32
2021-05-13,31.56268,0.01137,29
2021-05-14,32.39094,0.02624,35
2021-05-17,31.89793,-0.01522,36
2021-05-18,32.10499,0.00649,26
2021-05-19,31.90779,-0.00614,35
2021-05-20,32.50927,0.01885,37
2021-05-21,32.67689,0.00516,22
2021-05-24,33.01213,0.01026,25
2021-05-25,32.90367,-0.00329,35
2021-05-26,33.19948,0.00899,32
2021-05-27,33.41641,0.00653,37
2021-05-28,33.77138,0.01062,37
2021-06-01,33.78124,0.00029,49
2021-06-02,33.96859,0.00555,65
2021-06-03,33.8404,-0.00377,52
2021-06-04,34.44188,0.01777,54
2021-06-07,34.57006,0.00372,60
2021-06-08,34.43201,-0.00399,49
2021-06-09,34.0376,-0.01145,42
2021-06-10,34.18551,0.00435,46
2021-06-11,34.43201,0.00721,42
2021-06-14,34.69824,0.00773,59
2021-06-15,34.6588,-0.00114,49
2021-06-16,34.55033,-0.00313,34
2021-06-17,34.58978,0.00114,51
2021-06-18,33.91928,-0.01938,38
2021-06-21,34.28411,0.01076,46
2021-06-22,34.40243,0.00345,52
2021-06-23,34.24467,-0.00459,42
2021-06-24,34.68838,0.01296,35
2021-06-25,34.72783,0.00114,37
2021-06-28,34.89545,0.00483,33
2021-06-29,34.81544,-0.00229,44
2021-06-30,34.51915,-0.00851,39
2021-07-01,34.2821,-0.00687,44
2021-07-02,34.4105,0.00375,25
2021-07-06,34.42037,0.00029,43
2021-07-07,34.10432,-0.00918,41
2021-07-08,33.75864,-0.01014,38
2021-07-09,34.35124,0.01755,35
2021-07-12,34.71668,0.01064,40
2021-07-13,34.18333,-0.01536,44
2021-07-14,33.79814,-0.01127,40
2021-07-15,33.32407,-0.01403,39
2021-07-16,32.95862,-0.01097,31
2021-07-19,32.35614,-0.01828,29
2021-07-20,32.92899,0.0177,42
2021-07-21,33.45246,0.0159,28
2021-07-22,33.38332,-0.00207,32
2021-07-23,33.44258,0.00178,26
2021-07-26,33.46233,0.00059,31
2021-07-27,33.06726,-0.01181,34
2021-07-28,33.50184,0.01314,39
2021-07-29,33.79814,0.00884,37
2021-07-30,33.59073,-0.00614,34
2021-08-02,33.96605,0.01117,39
2021-08-03,34.16359,0.00582,37
2021-08-04,33.99567,-0.00491,30
2021-08-05,34.37099,0.01104,38
2021-08-06,33.93642,-0.01264,17
2021-08-09,34.14383,0.00611,36
2021-08-10,34.05494,-0.0026,36
2021-08-11,34.7068,0.01914,35
2021-08-12,34.8352,0.0037,26
2021-08-13,34.99323,0.00454,29
2021-08-16,34.56853,-0.01214,26
2021-08-17,34.26234,-0.00886,36
2021-08-18,34.26234,0.0,36
2021-08-19,34.07469,-0.00548,33
2021-08-20,34.27223,0.0058,33
2021-08-23,35.29941,0.02997,37
2021-08-24,35.99077,0.01959,25
2021-08-25,35.80312,-0.00521,31
2021-08-26,35.74385,-0.00166,30
2021-08-27,36.34634,0.01686,28
2021-08-30,36.1488,-0.00543,30
2021-08-31,36.21794,0.00191,39
2021-09-01,36.84017,0.01718,29
2021-09-02,37.24512,0.01099,41
2021-09-03,37.98587,0.01989,25
2021-09-07,38.43033,0.0117,47
2021-09-08,38.02538,-0.01054,28
2021-09-09,38.43033,0.01065,51
2021-09-10,37.96612,-0.01208,58
2021-09-13,38.37107,0.01067,42
2021-09-14,38.13403,-0.00618,46
2021-09-15,38.66737,0.01399,46
2021-09-16,38.51921,-0.00383,35
2021-09-17,38.51921,0.0,56
2021-09-20,37.66981,-0.02205,37
2021-09-21,38.21304,0.01442,34
2021-09-22,38.22291,0.00026,34
2021-09-23,38.9044,0.01783,34
2021-09-24,38.29205,-0.01574,35
2021-09-27,37.8476,-0.01161,35
2021-09-28,36.50436,-0.03549,37
2021-09-29,36.26733,-0.00649,31
2021-09-30,36.11917,-0.00409,36
2021-10-01,35.67472,-0.01231,30
2021-10-04,34.34136,-0.03738,26
2021-10-05,34.81544,0.01381,46
2021-10-06,34.78582,-0.00085,49
2021-10-07,35.20063,0.01192,48
2021-10-08,34.99323,-0.00589,52
2021-10-11,34.76606,-0.00649,43
2021-10-12,35.00311,0.00682,49
2021-10-13,35.45743,0.01298,49
2021-10-14,36.52412,0.03008,26
2021-10-15,37.08709,0.01541,40
2021-10-18,36.8698,-0.00586,54
2021-10-19,37.14635,0.0075,50
2021-10-20,36.96857,-0.00479,36
2021-10-21,36.66239,-0.00828,39
2021-10-22,36.65252,-0.00027,34
2021-10-25,37.06734,0.01132,51
2021-10-26,36.76116,-0.00826,63
2021-10-27,36.1488,-0.01666,63
2021-10-28,37.01795,0.02404,51
2021-10-29,37.21549,0.00534,40
2021-11-01,38.00562,0.02123,59
2021-11-02,38.17353,0.00442,47
2021-11-03,38.49946,0.00854,43
2021-11-04,39.27972,0.02027,45
2021-11-05,39.25997,-0.0005,39
2021-11-08,39.33899,0.00201,38
2021-11-09,38.94392,-0.01004,48
2021-11-10,37.34388,-0.04109,40
2021-11-11,37.4229,0.00212,42
2021-11-12,37.99575,0.01531,34
2021-11-15,37.59081,-0.01066,33
2021-11-16,37.74883,0.0042,48
2021-11-17,37.65007,-0.00262,36
2021-11-18,37.91673,0.00708,36
2021-11-19,37.8476,-0.00182,31
2021-11-22,37.00808,-0.02218,43
2021-11-23,36.55375,-0.01228,35
2021-11-24,36.75128,0.0054,34
2021-11-26,35.87225,-0.02392,25
2021-11-29,36.41548,0.01514,43
2021-11-30,35.75373,-0.01817,40
2021-12-01,34.97347,-0.02182,42
2021-12-02,35.60559,0.01807,57
2021-12-03,35.04261,-0.01581,48
2021-12-06,35.27965,0.00676,50
2021-12-07,36.5735,0.03667,55
2021-12-08,36.80066,0.00621,30
2021-12-09,35.76361,-0.02818,35
2021-12-10,35.7241,-0.0011,40
2021-12-13,35.15125,-0.01604,39
2021-12-14,34.61791,-0.01517,39
2021-12-15,35.53645,0.02653,42
2021-12-16,34.85495,-0.01918,60
2021-12-17,34.61791,-0.0068,30
2021-12-20,34.25247,-0.01056,29
2021-12-21,35.25002,0.02912,29
2021-12-22,35.51669,0.00757,32
2021-12-23,35.88213,0.01029,18
2021-12-27,36.34634,0.01294,22
2021-12-28,35.93152,-0.01141,21
2021-12-29,35.54633,-0.01072,17
2021-12-30,35.65496,0.00306,35
2021-12-31,35.49694,-0.00443,16
2022-01-03,35.64509,0.00417,20
2022-01-04,35.4278,-0.0061,42
2022-01-05,34.37099,-0.02983,29
2022-01-06,34.04506,-0.00948,22
2022-01-07,33.48209,-0.01654,26
2022-01-10,33.01788,-0.01386,30
2022-01-11,33.21542,0.00598,30
2022-01-12,33.5611,0.01041,20
2022-01-13,32.33639,-0.03649,24
2022-01-14,31.78329,-0.0171,45
2022-01-18,30.845,-0.02952,33
2022-01-19,30.4203,-0.01377,33
2022-01-20,30.17338,-0.00812,41
2022-01-21,29.12645,-0.0347,35
2022-01-24,28.93879,-0.00644,38
2022-01-25,28.45484,-0.01672,43
2022-01-26,28.39558,-0.00208,28
2022-01-27,27.73384,-0.0233,44
2022-01-28,28.04001,0.01104,28
2022-01-31,29.33386,0.04614,24
2022-02-01,29.77832,0.01515,30
2022-02-02,29.94622,0.00564,31
2022-02-03,28.61286,-0.04453,31
2022-02-04,28.80052,0.00656,37
2022-02-07,28.80052,0.0,36
2022-02-08,29.1067,0.01063,54
2022-02-09,30.10425,0.03427,28
2022-02-10,29.44251,-0.02198,31
2022-02-11,28.58323,-0.02918,34
2022-02-14,28.50422,-0.00276,48
2022-02-15,29.64992,0.04019,49
2022-02-16,30.09437,0.01499,42
2022-02-17,29.09682,-0.03315,46
2022-02-18,28.35607,-0.02546,34
2022-02-22,28.09927,-0.00906,47
2022-02-23,27.34864,-0.02671,37
2022-02-24,28.04989,0.02564,43
2022-02-25,28.93879,0.03169,47
2022-02-28,29.20547,0.00922,44
2022-03-01,28.66225,-0.0186,49
2022-03-02,29.37337,0.02481,40
2022-03-03,28.78077,-0.02017,45
2022-03-04,27.74371,-0.03603,40
2022-03-07,26.29183,-0.05233,35
2022-03-08,26.38073,0.00338,46
2022-03-09,27.46716,0.04118,50
2022-03-10,26.99308,-0.01726,38
2022-03-11,26.20294,-0.02927,40
2022-03-14,25.80787,-0.01508,49
2022-03-15,26.21282,0.01569,68
2022-03-16,27.51655,0.04974,57
2022-03-17,28.39558,0.03195,46
2022-03-18,29.19559,0.02817,31
2022-03-21,29.02769,-0.00575,43
2022-03-22,29.09682,0.00238,43
2022-03-23,28.39558,-0.0241,44
2022-03-24,29.04744,0.02296,41
2022-03-25,28.64249,-0.01394,40
2022-03-28,28.72151,0.00276,59
2022-03-29,29.59066,0.03026,49
2022-03-30,29.13633,-0.01535,49
2022-03-31,28.65237,-0.01661,48
2022-04-01,28.75114,0.00345,45
2022-04-04,29.00793,0.00893,52
2022-04-05,28.15854,-0.02928,54
2022-04-06,27.31901,-0.02981,39
2022-04-07,27.27951,-0.00145,44
2022-04-08,26.89432,-0.01412,42
2022-04-11,25.99553,-0.03342,65
2022-04-12,25.59059,-0.01558,42
2022-04-13,26.24245,0.02547,41
2022-04-14,25.74861,-0.01882,46
2022-04-18,25.48194,-0.01036,31
2022-04-19,26.00541,0.02054,38
2022-04-20,25.84738,-0.00608,31
2022-04-21,25.4128,-0.01681,55
2022-04-22,24.48439,-0.03653,33
2022-04-25,24.61279,0.00524,44
2022-04-26,23.53623,-0.04374,50
2022-04-27,23.41771,-0.00504,42
2022-04-28,24.04982,0.02699,53
2022-04-29,23.55598,-0.02053,33
2022-05-02,23.82265,0.01132,42
2022-05-03,23.8029,-0.00083,45
2022-05-04,24.6523,0.03568,54
2022-05-05,23.49672,-0.04688,71
2022-05-06,22.93375,-0.02396,43
2022-05-09,21.69916,-0.05383,47
2022-05-10,21.42261,-0.01274,45
2022-05-11,20.9584,-0.02167,54
2022-05-12,21.02754,0.0033,38
2022-05-13,22.18312,0.05496,39
2022-05-16,22.01521,-0.00757,49
2022-05-17,22.71646,0.03185,38
2022-05-18,22.09423,-0.02739,35
2022-05-19,22.51892,0.01922,58
2022-05-20,22.30164,-0.00965,45
2022-05-23,22.56831,0.01196,50
2022-05-24,22.17324,-0.01751,61
2022-05-25,22.44979,0.01247,49
2022-05-26,22.89424,0.0198,55
2022-05-27,23.48685,0.02588,42
